customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,Tempo_Cliente,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,Mensalidade,Total_Pago,Contas_Diarias,Churn_binario,Total_Servicos
2580-ASVVY,no,Female,0,Yes,No,37,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,2 anos,No,Electronic check,45.4,1593.1,1.5133333333333332,0,3.0
2580-ATZSQ,no,Female,0,Yes,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No,No,No,1 ano,No,Bank transfer (automatic),61.35,3874.1,2.045,0,4.0
2581-VKIRT,no,Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,1 ano,No,Mailed check,65.5,3801.3,2.183333333333333,0,5.0
2582-FFFZR,no,Female,0,No,No,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Mensal,Yes,Electronic check,50.6,1073.3,1.6866666666666668,0,3.0
2585-KTFRE,no,Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Mensal,Yes,Bank transfer (automatic),70.45,70.45,2.3483333333333336,0,5.0
2586-CWXVV,no,Male,0,Yes,No,54,No,No phone service,DSL,No,Yes,No,No,No,No,Mensal,No,Electronic check,30.4,1621.35,1.0133333333333332,0,1.0
2587-EKXTS,no,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Mensal,Yes,Electronic check,111.5,4915.15,3.716666666666667,0,7.0
2587-YNLES,no,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Mailed check,20.1,100.35,0.67,0,1.0
2589-AYCRP,no,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Bank transfer (automatic),19.75,989.05,0.6583333333333333,0,1.0
2592-HODOV,no,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Credit card (automatic),19.3,259.65,0.6433333333333333,0,1.0
2592-SEIFQ,yes,Male,0,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Mensal,No,Electronic check,24.75,66.95,0.825,1,0.0
2592-YKDIF,no,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,20.35,20.35,0.6783333333333333,0,1.0
2595-KIWPV,no,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Credit card (automatic),19.7,509.3,0.6566666666666666,0,1.0
2599-CIPQE,no,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Credit card (automatic),109.3,7782.85,3.643333333333333,0,7.0
2599-CZABP,no,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,1 ano,No,Electronic check,44.6,641.25,1.4866666666666668,0,1.0
2603-HVKCG,no,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,Electronic check,101.4,3143.65,3.3800000000000003,0,5.0
2604-IJPDU,no,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Mensal,Yes,Electronic check,96.55,1901.65,3.2183333333333333,0,5.0
2604-XVDAM,no,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Bank transfer (automatic),43.8,540.95,1.46,0,1.0
2606-PKWJB,no,Male,0,No,Yes,40,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,1 ano,No,Mailed check,40.25,1564.05,1.3416666666666666,0,3.0
2606-RMDHZ,yes,Male,0,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Mensal,Yes,Credit card (automatic),30.5,208.7,1.0166666666666666,1,1.0
2607-DHDAK,no,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Credit card (automatic),19.8,1414.65,0.66,0,1.0
2607-FBDFF,no,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Mensal,No,Credit card (automatic),49.0,49.0,1.6333333333333333,0,2.0
2608-BHKFN,yes,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Credit card (automatic),70.05,266.9,2.335,1,1.0
2609-IAICY,yes,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Electronic check,77.15,77.15,2.5716666666666668,1,2.0
2612-PHGOX,no,Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,2 anos,Yes,Bank transfer (automatic),76.1,4818.8,2.5366666666666666,0,6.0
2612-RANWT,yes,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mensal,Yes,Bank transfer (automatic),100.15,1164.3,3.3383333333333334,1,5.0
2612-RRIDN,yes,Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Mensal,Yes,Electronic check,81.0,340.85,2.7,1,2.0
2615-YVMYX,no,Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Mensal,Yes,Electronic check,107.5,7713.55,3.5833333333333335,0,7.0
2616-FLVQC,no,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Mailed check,19.55,1240.15,0.6516666666666667,0,1.0
2616-UUTFK,no,Male,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Mensal,Yes,Bank transfer (automatic),72.75,2447.45,2.425,0,6.0
2619-WFQWU,yes,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Mailed check,70.15,70.15,2.3383333333333334,1,1.0
2621-UDNLU,no,Female,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,20.85,72.0,0.6950000000000001,0,1.0
2623-DRYAM,no,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,1 ano,Yes,Electronic check,101.75,7069.3,3.3916666666666666,0,5.0
2625-TRCZQ,no,Female,0,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Mensal,Yes,Electronic check,49.65,2553.35,1.655,0,3.0
2626-URJFX,yes,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Mensal,Yes,Electronic check,50.9,225.6,1.6966666666666665,1,2.0
2626-VEEWG,no,Male,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Credit card (automatic),19.4,1284.2,0.6466666666666666,0,1.0
2632-IVXVF,no,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,2 anos,No,Credit card (automatic),111.75,7511.3,3.725,0,7.0
2632-TACXW,no,Female,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Bank transfer (automatic),23.65,1416.75,0.7883333333333333,0,2.0
2632-UCGVD,yes,Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Mensal,Yes,Credit card (automatic),100.05,6871.9,3.335,1,5.0
2634-HCZGT,yes,Male,1,Yes,No,53,Yes,Yes,DSL,Yes,No,No,Yes,No,No,1 ano,Yes,Electronic check,60.05,3229.65,2.0016666666666665,1,4.0
2636-ALXXZ,yes,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Electronic check,69.6,69.6,2.32,1,1.0
2636-OHFMN,yes,Male,0,Yes,No,4,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Mensal,Yes,Electronic check,48.55,201.0,1.6183333333333332,1,3.0
2636-SJDOU,no,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,1 ano,Yes,Credit card (automatic),84.3,5289.05,2.81,0,4.0
2637-FKFSY,no,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Mailed check,46.1,130.15,1.5366666666666666,0,1.0
2639-UGMAZ,no,Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,1 ano,Yes,Electronic check,56.45,3985.35,1.8816666666666668,0,4.0
2640-LYMOV,no,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Mailed check,19.65,38.8,0.6549999999999999,0,1.0
2640-PMGFL,yes,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Mensal,Yes,Electronic check,79.5,2180.55,2.65,1,3.0
2642-DTVCO,yes,Male,1,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mensal,Yes,Electronic check,85.05,746.5,2.835,1,3.0
2642-MAWLJ,no,Female,0,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Bank transfer (automatic),20.25,717.95,0.675,0,1.0
2645-QTLMB,yes,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Mensal,Yes,Electronic check,94.25,669.0,3.1416666666666666,1,4.0
2649-HWLYB,no,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,2 anos,No,Bank transfer (automatic),76.15,4929.55,2.5383333333333336,0,6.0
2650-GYRYL,no,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,Yes,Bank transfer (automatic),19.45,600.25,0.6483333333333333,0,1.0
2651-ZCBXV,no,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,2 anos,Yes,Credit card (automatic),108.0,5760.65,3.6,0,7.0
2654-VBVPB,no,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Bank transfer (automatic),19.9,19.9,0.6633333333333333,0,1.0
2656-FMOKZ,yes,Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Mailed check,74.45,1145.7,2.481666666666667,1,2.0
2656-TABEH,yes,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mensal,Yes,Electronic check,100.2,420.2,3.3400000000000003,1,5.0
2657-ALMWY,yes,Female,1,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Mensal,No,Electronic check,84.95,2169.75,2.8316666666666666,1,3.0
2657-VPXTA,no,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Electronic check,88.85,929.45,2.9616666666666664,0,3.0
2659-VXMWZ,yes,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,1 ano,Yes,Electronic check,111.3,7482.1,3.71,1,7.0
2660-EMUBI,yes,Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Electronic check,95.35,898.35,3.1783333333333332,1,4.0
2661-GKBTK,no,Male,0,Yes,Yes,60,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,2 anos,No,Bank transfer (automatic),76.95,4543.95,2.565,0,5.0
2662-NNTDK,no,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Credit card (automatic),24.8,1600.95,0.8266666666666667,0,2.0
2664-XJZNO,no,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,2 anos,Yes,Credit card (automatic),104.9,7559.55,3.496666666666667,0,6.0
2665-NPTGL,no,Female,1,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mensal,Yes,Bank transfer (automatic),98.1,2510.7,3.27,0,5.0
2667-WYLWJ,yes,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,Yes,Mailed check,19.75,145.0,0.6583333333333333,1,1.0
2668-TZSPS,no,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,20.45,20.45,0.6816666666666666,0,1.0
2669-OIDSD,no,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Mensal,Yes,Credit card (automatic),100.05,4834.0,3.335,0,5.0
2669-QVCRG,no,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Mensal,Yes,Credit card (automatic),81.3,3190.65,2.71,0,3.0
2672-DZUOY,yes,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Mensal,Yes,Electronic check,25.15,25.15,0.8383333333333333,1,0.0
2672-HUYVI,yes,Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Electronic check,91.1,455.3,3.0366666666666666,1,3.0
2672-OJQZP,no,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Mailed check,44.75,44.75,1.4916666666666667,0,1.0
2672-TGEFF,no,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Mensal,Yes,Electronic check,88.8,3340.55,2.96,0,4.0
2673-CXQEU,no,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,1 ano,No,Electronic check,110.5,6139.5,3.683333333333333,0,7.0
2673-ZALNP,no,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Mailed check,19.9,173.15,0.6633333333333333,0,1.0
2674-MIAHT,no,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Mensal,Yes,Mailed check,80.3,324.2,2.6766666666666667,0,3.0
2674-MLXMN,no,Female,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mensal,Yes,Credit card (automatic),99.65,6951.15,3.3216666666666668,0,5.0
2675-DHUTR,no,Male,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mensal,Yes,Electronic check,98.9,5780.7,3.296666666666667,0,5.0
2675-IJRGJ,no,Male,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Bank transfer (automatic),19.65,978.0,0.6549999999999999,0,1.0
2675-OTVVJ,no,Male,1,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Mensal,No,Electronic check,89.45,2807.65,2.981666666666667,0,4.0
2676-ISHSF,no,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,20.3,20.3,0.6766666666666666,0,1.0
2676-OXPPQ,no,Male,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Mensal,Yes,Bank transfer (automatic),55.7,335.65,1.8566666666666667,0,3.0
2676-SSLTO,no,Male,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,2 anos,Yes,Bank transfer (automatic),66.15,3199.0,2.205,0,4.0
2680-XKKNJ,no,Female,0,No,No,8,Yes,No,DSL,Yes,Yes,No,Yes,No,No,1 ano,No,Bank transfer (automatic),58.2,469.25,1.9400000000000002,0,4.0
2682-KEVRP,no,Female,1,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,Yes,Mailed check,20.05,417.0,0.6683333333333333,0,1.0
2683-BPJSO,yes,Male,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Mensal,Yes,Electronic check,84.45,2467.1,2.815,1,4.0
2683-JXWQQ,no,Male,0,Yes,Yes,61,No,No phone service,DSL,Yes,No,Yes,No,No,No,Mensal,No,Bank transfer (automatic),33.6,2117.2,1.12,0,2.0
2684-EIWEO,yes,Female,1,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Mensal,No,Credit card (automatic),91.7,2758.15,3.0566666666666666,1,5.0
2685-SREOM,yes,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Mensal,Yes,Electronic check,89.1,2368.4,2.9699999999999998,1,4.0
2688-BHGOG,no,Male,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mensal,Yes,Electronic check,79.55,718.55,2.6516666666666664,0,2.0
2690-DVRVK,no,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Electronic check,20.55,99.45,0.685,0,1.0
2691-NZETQ,yes,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Mensal,Yes,Electronic check,85.35,758.6,2.8449999999999998,1,3.0
2692-AQCPF,no,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1 ano,Yes,Credit card (automatic),108.05,7118.9,3.6016666666666666,0,7.0
2692-BUCFV,no,Male,1,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,Bank transfer (automatic),101.45,2948.6,3.381666666666667,0,5.0
2692-PFYTJ,no,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Mailed check,25.75,25.75,0.8583333333333333,0,2.0
2694-CIUMO,no,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Mensal,Yes,Credit card (automatic),79.55,958.25,2.6516666666666664,0,3.0
2696-ECXKC,no,Female,0,Yes,Yes,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,1 ano,No,Mailed check,100.9,5448.6,3.3633333333333337,0,5.0
2696-NARTR,yes,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,Mensal,Yes,Electronic check,73.85,926.25,2.4616666666666664,1,2.0
2696-RZVZW,no,Male,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Credit card (automatic),25.05,1629.2,0.8350000000000001,0,2.0
2697-NQBPF,no,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Mensal,Yes,Electronic check,105.35,3540.65,3.5116666666666663,0,6.0
2700-LUEVA,no,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Credit card (automatic),20.75,20.75,0.6916666666666667,0,1.0
2703-AMTUL,no,Male,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,No,No,No,No,1 ano,No,Mailed check,53.65,1939.35,1.7883333333333333,0,3.0
2706-QZIHY,no,Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Mailed check,25.2,387.9,0.84,0,2.0
2709-UQGNP,no,Male,0,No,No,10,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,Yes,Mailed check,51.65,524.5,1.7216666666666667,0,2.0
2710-WYVXG,no,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,2 anos,No,Mailed check,71.1,213.35,2.3699999999999997,0,5.0
2712-SYWAY,no,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Electronic check,25.7,25.7,0.8566666666666667,0,2.0
2716-GFZOR,no,Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Mensal,Yes,Credit card (automatic),86.1,3551.65,2.8699999999999997,0,4.0
2717-HVIZY,no,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Mailed check,20.05,163.6,0.6683333333333333,0,1.0
2718-GAXQD,yes,Female,1,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,Electronic check,46.0,181.6,1.5333333333333334,1,1.0
2718-YSKCS,no,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Bank transfer (automatic),19.6,1387.45,0.6533333333333334,0,1.0
2719-BDAQO,yes,Male,0,No,No,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Mensal,No,Electronic check,93.85,1625.65,3.128333333333333,1,4.0
2720-FVBQP,no,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Mensal,Yes,Credit card (automatic),48.95,273.25,1.6316666666666668,0,2.0
2720-WGKHP,yes,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Electronic check,94.0,181.7,3.1333333333333333,1,4.0
2722-JMONI,yes,Female,1,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,Yes,Electronic check,49.55,49.55,1.6516666666666666,1,2.0
2722-VOJQL,yes,Male,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,1 ano,Yes,Credit card (automatic),105.65,6903.1,3.521666666666667,1,6.0
2724-FJDYW,no,Male,0,No,Yes,39,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,1 ano,No,Bank transfer (automatic),54.85,2191.7,1.8283333333333334,0,4.0
2725-IWWBA,no,Male,0,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,No,No,1 ano,No,Mailed check,56.9,2560.1,1.8966666666666667,0,4.0
2725-KXXWT,yes,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Electronic check,90.75,90.75,3.025,1,3.0
2725-TTRIQ,no,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2 anos,Yes,Bank transfer (automatic),84.2,5986.55,2.8066666666666666,0,7.0
2729-VNVAP,no,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Credit card (automatic),19.8,641.35,0.66,0,1.0
2731-GJRDG,no,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,1 ano,Yes,Bank transfer (automatic),109.55,3608.0,3.6516666666666664,0,7.0
2732-ISEZX,no,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Mailed check,20.5,104.3,0.6833333333333333,0,1.0
2737-WFVYW,yes,Female,0,No,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Mensal,Yes,Electronic check,45.25,85.5,1.5083333333333333,1,2.0
2737-YNGYW,yes,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mensal,No,Electronic check,80.55,184.1,2.685,1,2.0
2739-CACDQ,no,Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Mensal,Yes,Credit card (automatic),82.65,1470.05,2.7550000000000003,0,3.0
2739-CCZMB,no,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Credit card (automatic),20.35,122.0,0.6783333333333333,0,1.0
2740-JFBOK,no,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Electronic check,24.0,226.55,0.8,0,2.0
2740-TVLFN,no,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Mensal,Yes,Electronic check,50.15,50.15,1.6716666666666666,0,2.0
2746-DIJLO,no,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,1 ano,Yes,Credit card (automatic),56.3,2364.0,1.8766666666666665,0,3.0
2748-MYRVK,yes,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,1 ano,No,Bank transfer (automatic),99.9,6137.0,3.33,1,5.0
2749-CTKAJ,no,Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Mailed check,20.15,419.9,0.6716666666666666,0,1.0
2750-BJLSB,no,Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,1 ano,Yes,Electronic check,103.7,4730.6,3.4566666666666666,0,6.0
2753-JMMCV,no,Male,0,No,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,2 anos,Yes,Credit card (automatic),74.2,4805.65,2.4733333333333336,0,6.0
2754-SDJRD,no,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Mensal,Yes,Credit card (automatic),100.15,908.55,3.3383333333333334,0,5.0
2754-VDLTR,yes,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensal,No,Electronic check,95.2,930.4,3.1733333333333333,1,4.0
2754-XBHTB,yes,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Mensal,Yes,Bank transfer (automatic),77.65,714.15,2.5883333333333334,1,2.0
2758-RNWXS,no,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,1 ano,Yes,Electronic check,89.2,3251.3,2.9733333333333336,0,4.0
2761-OCIAX,yes,Male,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Mensal,Yes,Electronic check,74.7,165.4,2.49,1,2.0
2761-XECQW,no,Male,1,Yes,No,8,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Mensal,Yes,Mailed check,43.35,371.4,1.445,0,3.0
2770-NSVDG,no,Male,0,Yes,No,24,No,No phone service,DSL,No,No,Yes,No,No,No,Mensal,No,Electronic check,29.1,688.0,0.9700000000000001,0,1.0
2773-MADBQ,no,Female,0,No,No,36,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,2 anos,Yes,Mailed check,53.1,1901.25,1.77,0,5.0
2773-OVBPK,no,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Bank transfer (automatic),111.3,7567.2,3.71,0,7.0
2774-LVQUS,yes,Female,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Mensal,Yes,Electronic check,83.05,1258.3,2.768333333333333,1,4.0
2775-SEFEE,no,Male,0,No,Yes,0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,2 anos,Yes,Bank transfer (automatic),61.9,,2.0633333333333335,0,5.0
2777-PHDEI,yes,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Mensal,No,Electronic check,78.05,78.05,2.6016666666666666,1,2.0
2778-OCLGR,yes,Male,1,Yes,No,24,No,No phone service,DSL,Yes,No,No,No,No,Yes,Mensal,No,Bank transfer (automatic),39.1,971.3,1.3033333333333335,1,2.0
2782-JEEBU,no,Male,0,No,No,21,No,No phone service,DSL,No,Yes,No,Yes,No,No,Mensal,Yes,Mailed check,36.0,780.15,1.2,0,2.0
2782-LFZVW,no,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Mensal,Yes,Mailed check,58.95,601.6,1.965,0,3.0
